Payment_Behavior_!@9#%8,Payment_Behavior_High_spent_Large_value_payments,Payment_Behavior_High_spent_Medium_value_payments,Payment_Behavior_High_spent_Small_value_payments,Payment_Behavior_Low_spent_Large_value_payments,Payment_Behavior_Low_spent_Medium_value_payments,Payment_Behavior_Low_spent_Small_value_payments,Credit_Mix_Bad,Credit_Mix_Good,Credit_Mix_Standard,Credit_Mix__,and auto loan,and credit-builder loan,and debt consolidation loan,and home equity loan,and mortgage loan,and not specified,and payday loan,and personal loan,and student loan,auto loan,credit-builder loan,debt consolidation loan,home equity loan,mortgage loan,not specified,payday loan,personal loan,student loan,Payment_of_Min_Amount_NM,Payment_of_Min_Amount_No,Payment_of_Min_Amount_Yes,Occupation_Accountant,Occupation_Architect,Occupation_Developer,Occupation_Doctor,Occupation_Engineer,Occupation_Entrepreneur,Occupation_Journalist,Occupation_Lawyer,Occupation_Manager,Occupation_Mechanic,Occupation_Media_Manager,Occupation_Musician,Occupation_Scientist,Occupation_Teacher,Occupation_Writer,Occupation________,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.0,19300.34,1512.361666666667,6,7,17,5.0,52,18.0,9.95,7.0,2430.21,29.934185732751413,19.11904761904762,49.57206224445275,79.17641583265376,312.4876885895601,1
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32.0,14066.87,1272.2391666666667,2,4,1,2.0,11,2.0,6.42,3.0,805.77,27.63411082553216,19.11904761904762,16.223610435208066,72.251649744629,289.3585682013483,2
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,34378.87,3014.9058333333337,6,5,6,0.0,5,19.0,5.699999999999998,6.0,1020.66,35.41178781126481,19.11904761904762,0.0,50.36750566838807,491.1230776649453,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.0,26342.91,1949.2425,6,7,7,1.0,19,15.0,17.6,2.0,397.9,26.525684301940068,19.11904761904762,21.583210584987786,131.3731482256272,301.967891189385,2
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.0,141347.32,11676.943333333336,8,6,1,0.0,23,20.0,2.13,3.0,1029.44,32.168826235987616,19.11904761904762,0.0,159.798018348118,1247.8963149852154,1
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.0,79837.02,6414.085,2,7,10,1.0,14,4.0,8.72,2.0,585.77,30.990591583760438,19.11904761904762,66.05806320635233,63.011886773175405,752.3385500204722,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,55596.12,4463.01,10,6,15,5.0,33,23.0,2.45,10.0,4331.18,36.1441912458898,19.11904761904762,202.39291207030445,590.1222903029508,327.583174861533,2
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38.0,72241.02,5751.085,8,4,4,1.0,30,14.0,0.67,4.0,843.44,34.19870135615877,19.11904761904762,39.808328263564064,215.98069669655243,536.4628937395449,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,80206.64,6766.886666666666,5,4,20,5.0,11,18.0,7.0,6.0,1129.87,26.44015898715585,19.11904761904762,260.4189798874022,76.24098470360539,590.0287020756591,2
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,39460.01,3030.334166666667,2,6,2,4.0,10,7.0,1.5,2.0,1180.08,23.059102934135662,19.11904761904762,82.45141960261901,140.16794724700142,320.2130311317271,2
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.0,18063.71,1404.309166666667,4,3,15,5.0,12,19.0,9.89,5.0,1184.37,28.07035163694697,19.11904761904762,43.34317731251375,42.96253842206649,334.12520093208644,2
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41.0,50649.60000000001,4431.8,1047,5,23,6.0,19,10.0,8.33,8.0,2060.05,25.76757814490127,19.11904761904762,184.66116569843905,267.03641687406554,281.4824174274956,1
0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,124692.08,10650.006666666666,1,4,1,2.0,5,8.0,11.89,4.0,756.91,31.650628768957013,19.11904761904762,136.60471974714784,764.582031993931,362.00323849917066,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.0,116360.56,9738.713333333331,3,7,20,4.0,11,19.0,7.1,0.0,464.64,37.54699495987133,19.11904761904762,312.9826273744491,349.4472405963808,591.4414653625033,2
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36.0,89122.38,7241.865000000002,3,4,14,5.0,6,8.0,19.64,8.0,281.84,32.317489840977856,19.11904761904762,266.0838268726387,117.14783873937144,590.95483438799,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.0,16017.57,1202.7975,1,7,3,1.0,10,11.0,-3.41,3.0,789.47,37.53668870132612,19.11904761904762,7.428221880090812,20.024623231292274,342.82690488861687,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,19963.97,1477.664166666667,5,10,31,5.0,15,11.0,15.32,7.0,1983.53,22.66087081184808,19.11904761904762,52.60022673725382,121.70960852931113,263.4565814001017,1
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,84120.45000000001,7031.037500000001,2,7,8,3.0,5,0.0,4.91,0.0,1317.56,30.137894479819145,19.11904761904762,136.27775632878337,144.321277095557,682.5047165756597,2
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,24879.05,2085.2541666666666,3,4,11,-100.0,15,19.0,16.73,6.0,479.64,25.8985966644472,19.11904761904762,49.10550756307451,39.09201794232287,370.3278911612693,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,59579.37,4731.9475,7,5,19,6.0,18,15.0,2.34,1890.0,2558.58,37.8432413510927,19.11904761904762,201.01184421576087,248.424790702679,313.75811508156033,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,64933.76,5368.1466666666665,3,3,33,4.0,15,22.0,19.04,6.0,2699.17,37.96195931816354,19.11904761904762,193.69258208877807,308.16540485931137,361.1212671811474,1
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.0,9365.44,617.4533333333334,9,5,22,4.0,20,8.0,7.28,12.0,1776.8,28.859924731592887,19.11904761904762,17.842008163423433,40.444944365802456,293.45838080410743,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,59993.32,4957.443333333334,5,4,16,6.0,23,13.0,7.6099999999999985,7.0,1326.5,34.299351944563355,19.11904761904762,205.98931950128627,418.5286664998603,141.22634733218678,2
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.0,81557.0,6718.416666666668,9,7,18,6.0,54,15.0,22.91,9.0,2628.52,32.19563648010988,19.11904761904762,321.4449354031973,243.4607059483092,356.93602531516024,2
0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31.0,36210.3,3029.525,9,8,30,4.0,53,18.0,7.18,1481.0,1744.57,35.48750669189192,19.11904761904762,106.03947722125092,317.02698680631715,169.88603597243196,1
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,91308.16,7781.013333333332,3,685,17,3.0,18,14.0,13.28,4.0,1382.62,37.26877014964148,19.11904761904762,217.261482818064,309.9916392330518,530.8482112822178,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.0,118446.69,9708.5575,3,1,8,0.0,3,0.0,9.12,4.0,912.75,36.71530727888602,19.11904761904762,0.0,672.6335230478164,568.2222269521836,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46.0,30424.17,2835.3475,5,7,14,4.0,10,11.0,3.46,2.0,519.0,27.16964736765155,19.11904761904762,65.0355184718875,79.05217735028258,409.4470541778299,2
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.0,32387.94,2819.995,8,4,12,0.0,5,8.0,12.18,4.0,565.34,39.273378024347245,19.11904761904762,0.0,95.46836917664707,436.53113082335295,2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48.0,41736.66,3330.0550000000007,3,3,9,3.0,9,2.0,12.25,2112.0,1385.82,28.9324998965672,19.11904761904762,98.01563850874616,61.38618062165797,423.6036808695959,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33.0,8086.375,839.8645833333335,8,8,24,6.0,49,25.0,32.16,9.0,3886.6,37.26065238538664,19.11904761904762,24.83994813519436,95.64585680425871,262.61982027009066,2
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45.0,60125.18,5280.431666666666,3,5,4,-100.0,1,12.0,3.95,3.0,677.68,32.84958295522707,19.11904761904762,82.29577727815085,270.11413166267164,455.6332577258442,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,23883.28,2088.273333333333,5,5,9,4.0,8,15.0,17.84,7.0,1227.75,25.97045829637048,19.11904761904762,58509.0,139.79806436159024,280.4444411659705,2
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0,10007.815,757.9845833333335,4,4,8,7.0,7,8.0,19.16,5.0,2195.63,36.709187196458366,19.11904761904762,55.95097309538253,35.92782529375492,273.91965994419587,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,67928.84,5832.736666666668,5,5,12,0.0,-3,8.0,12.22,4.0,1373.36,40.73678617231487,19.11904761904762,0.0,159.16381264858097,674.1098540180858,0
0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,52984.53,4272.3775,8,7,16,8.0,35,23.0,26.85,10.0,3528.88,36.98693371835287,19.11904761904762,291.2091440463247,145.24671035565652,240.7818955980188,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,21488.17,1681.680833333333,4,4,7,3.0,-2,10.0,2.86,1.0,553.06,39.18890694642817,19.11904761904762,42.4315122012685,63.91396769605408,311.82260343601075,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,130174.44,10993.87,5,3,4,4.0,5,5.0,5.16,1.0,1418.16,39.27897958289436,19.11904761904762,251.38291368131928,687.7266690576927,430.27741726098833,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,51.0,72783.06,6241.255,6,5,17,1.0,16,18.0,3.52,2.0,752.52,36.657278379818834,19.11904761904762,31.7516884101614,258.63527767476535,623.7385339150735,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,67648.36,5626.363333333334,10,8,34,9.0,43,18.0,1.58,7.0,4865.81,26.615060010019608,19.11904761904762,7917.0,681.0218960543804,296.78355891075944,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.0,15878.09,1068.174166666667,5,3,18,3.0,11,9.0,6.3100000000000005,6.0,1621.69,38.56105328550103,19.11904761904762,37.155450926208246,68.93129886112979,260.73066687932857,2
0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0,9141.63,797.8024999999999,9,6,33,5.0,64,17.0,0.8,12.0,2506.45,25.14818676394978,19.11904761904762,27.80112878294196,39.74367893570158,292.2354422813564,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,41009.96,3671.4966666666655,0,3,3,1.0,15,8.0,6.19,2.0,476.59,36.10008476788562,19.11904761904762,28.792260710584927,55.362838593518966,522.9945673625627,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.0,131254.8,11039.9,3,6,4431,2.0,1,8.0,10.52,4.0,548.71,33.4928263806193,19.11904761904762,216.77394104333848,119.207939888262,1018.0081190683997,2
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0,15497.02,1193.4183333333333,8,4,19,2.0,19,14.0,9.61,4.0,1180.56,24.88738568859001,19.11904761904762,24.16668313429481,67.5831618352956,317.59198836374287,2
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.0,29265.3,2410.775,9,9,34,6.0,61,26.0,7.65,7.0,1465.62,30.78881897803984,19.11904761904762,120.12274263091103,92.46443050124608,278.4903268678429,2
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.0,16046.49,1148.2075,5,7,22,7.0,24,12.0,12.25,10.0,2297.22,35.425778595773046,19.11904761904762,79.73982827674185,99.95730822447936,225.1236134987788,1
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28.0,77142.69,6617.5575,3,5,6,6.0,14,14.0,18.21,6.0,523.92,37.3547653260149,19.11904761904762,196.81398137081788,49.76419892264521,655.1775697065368,2
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41.0,20415.41,1764.2841666666666,7,4,14,-100.0,18,9.0,5.4,2.0,245.91,25.913050205414898,19.11904761904762,47.73598263980553,27.545671471068143,341.146762555793,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,163978.4,13830.866666666669,2,2,7,1.0,9,1.0,2.94,957.0,789.36,38.89824391877934,19.11904761904762,121.3960256528038,270.9672587983515,1240.7233822155115,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,44456.6,3628.716666666666,4,3,6,2.0,2,11.0,2.25,4.0,1181.27,39.62032711208651,19.11904761904762,43.84825710628783,336.5256217082401,252.49778785213877,2
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.0,20048.23,1637.6858333333332,2,6,9,4.0,15,9.0,5.01,1.0,224.98,29.17906604371676,19.11904761904762,52739.0,111.21379256596286,290.60751885852414,2
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39.0,19200.08,1678.006666666667,3,3,15,4.0,6,19.0,19.49,8.0,1466.57,35.73106875284733,19.11904761904762,54.41731056123572,145.90575818371607,257.4775979217149,2
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41.0,62879.96,5343.996666666667,8,10,26,2.0,52,18.0,8.9,9.0,1751.0,31.58564144066153,19.11904761904762,78.33841368362035,367.69402010424255,378.3672328788038,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,16408.77,1644.3975,4,6,23,3.0,27,13.0,17.11,474.0,1756.68,36.74817853211408,19.11904761904762,37.97203587135861,38.44946706369182,328.0182470649496,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.0,151696.32,12392.36,4,2,10,0.0,5,7.0,8.05,2.0,381.3,39.12961329680752,19.11904761904762,44045.0,367.4585490150195,1121.7774509849803,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43.0,10728.4,720.0333333333333,6,3,12,0.0,21,12.0,10.95,4.0,1375.35,27.234306865993105,19.11904761904762,0.0,40.421472334483695,311.58186099884966,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,32910.92,2895.5766666666664,1337,4,1,1.0,7,9.0,4.55,3.0,1028.67,26.48554263857573,19.11904761904762,25.590899970790066,111.24554446980362,422.72122222607294,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,19193.42,1589.4516666666666,4,5,9,4.0,29,2759.0,16.83,3.0,211.4,33.34788569069857,19.11904761904762,60.11666605870446,197.1003444953324,191.7281561126299,2
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19.0,72559.36,6284.613333333334,4,5,17,4.0,14,21.0,2.74,1.0,1173.7,23.282135114409623,19.11904761904762,215.83917063897167,565.7433852667033,116.87877742765828,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,19135.06,1662.5883333333334,6,6,29,8.0,40,21.0,27.43,10.0,4188.88,26.127654905598696,19.11904761904762,95.28729029552044,126.8954358840874,234.0761071537255,2
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,28896.84,2151.07,7,891,30,5.0,54,17.0,12.25,7.0,2131.92,37.32718756791271,19.11904761904762,93.79526933695531,80.54825159151049,310.7634790715342,1
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38.0,9464.405,875.7004166666667,8,9,19,9.0,56,16.0,27.98,7.0,3814.48,22.913400191039944,19.11904761904762,64.82523997580627,76.17487456825539,259.90479285976033,2
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.0,30477.2,2401.766666666667,8,6,24,7.0,32,24.0,-3.43,9.0,3817.62,28.17732019216597,19.11904761904762,101.6072631089024,81.47372461859806,347.09567893916625,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,51211.26,4048.605,6,6,16,6.0,5,12.0,14.57,4.0,2057.4,31.1214880835262,19.11904761904762,222.9076774075484,77.15130146575409,364.8015211266976,2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.0,20474.14,1587.178333333333,7,7,32,7.0,42,24.0,9.58,6.0,2181.21,38.61255905612381,19.11904761904762,98.66210313029131,109.30276349258465,210.75296671045737,1
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45.0,99127.04,8217.586666666666,8,3,10,4.0,17,16.0,13.88,2.0,1126.35,35.04253589966858,19.11904761904762,245.9851478363627,194.2974589848465,685.5960317035434,2
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29.0,39566.48,3050.206666666667,10,8,17,3.0,29,14.0,8.15,6.0,1917.58,32.185737941119285,19.11904761904762,63.70828191554105,157.9251317287871,343.3872530223385,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,49354.08,3924.84,10,10,17,8.0,46,25.0,29.55,7.0,4747.62,28.21821822266749,19.11904761904762,213.3981240835764,236.140333938566,202.9455419778577,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53.0,82015.88,6907.656666666668,0,5,2,2.0,11,10.0,3.26,1.0,1259.34,38.22940811366039,19.11904761904762,115.47310231531765,135.94731223528214,689.3452521160667,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.0,8359.475,748.6229166666667,8,9,21,9.0,30,28.0,2.92,9.0,2169.59,36.1292482077385,19.11904761904762,62.527260620023725,13.34299559467506,238.9920354519679,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,10041.885,945.82375,10,7,16,3.0,30,18.0,19.61,11.0,2128.94,36.250790231562256,19.11904761904762,19.123555506016235,92.18003429747982,273.278785196504,1
